UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,operational_hours,RUL,Vibration (mm/s),Pressure (Pa),Maintenance Required,Temp_Change,Vib_Change,Temperature_Mean,Vibration_Mean,Pressure_Mean,RPM_Mean
4458,L52383,M,303.7,312.6,1671,30.5,163,0,No Failure,2151,2816.637055,0.531106303,0.315980565,0,-0.203703605,-0.592061532,-0.110356985,-0.440711952,-0.014305608,0.026683432
4459,L52384,L,303.7,312.7,1989,22.4,166,0,No Failure,2191,2812.270053,0.436214016,0.027460603,1,0.949272903,-0.067050971,-0.072072411,-0.856963091,0.200674626,0.01883172
4460,L52385,L,303.7,312.7,1468,43.3,168,0,No Failure,3377,1538.202181,-1.015995546,-0.886122355,1,-0.307063865,-1.025904687,0.070462304,-0.696573332,-0.099503874,0.298722173
4461,L52386,H,303.7,312.6,1711,27.6,170,0,No Failure,1015,3973.396033,-1.256505314,1.365444831,0,-0.61842851,-0.169919965,-0.221082027,-0.828145612,0.156603057,0.150001503
4462,L52387,M,303.8,312.7,1488,41.3,175,0,No Failure,4690,297.5601648,-0.898379218,-0.894291686,0,1.805402239,0.252976165,-0.228048235,-0.846037014,-0.079070569,0.064556398
4463,L52388,L,303.8,312.7,1664,29.3,178,0,No Failure,3077,1844.267486,-1.550149394,1.390881737,0,-1.693907064,-0.460447889,-0.306645948,-0.637141181,0.268885277,0.124137039
4464,L52389,M,303.8,312.7,1507,38.5,180,0,No Failure,1690,3251.730208,1.238162814,-1.473431896,1,1.317912852,1.969739834,-0.101332516,-0.035827338,0.139230368,0.408646147
4465,L52390,L,303.7,312.6,1466,42.5,183,0,No Failure,1132,3857.556582,-1.673856948,0.3944123,0,-1.842015066,-2.057162789,-0.192956641,-0.000786391,0.137283253,0.396637645
4466,L52391,L,303.7,312.5,1433,53.6,185,0,No Failure,3259,1670.842057,-1.345962325,0.187076699,0,0.387871,0.231619655,0.086277132,0.024177861,0.108482159,0.543972719
4467,L52392,L,303.7,312.5,1397,45.7,187,0,No Failure,118,4841.729779,0.14609995,0.845487547,1,1.552105368,1.054026104,0.260468263,-0.019119051,-0.276162722,0.496400579
4468,L52393,M,303.7,312.6,1429,43.3,189,0,No Failure,990,3957.775569,1.456419821,0.742607188,0,-0.689966057,0.925637272,-0.218587741,0.144085245,-0.692999377,0.409569878
4469,L52394,L,303.7,312.7,1572,37.2,192,0,No Failure,2281,2646.635137,1.413367549,-1.483167467,1,0.26790902,-0.030429474,-0.471036029,-0.462655121,-0.877279994,0.192493123
4470,L52395,M,303.7,312.7,1532,42.7,194,0,No Failure,1851,3074.613306,-1.549035691,0.25040683,1,-0.530620788,-2.092755339,-0.282519047,-0.964008978,-0.241595834,-0.021350573
4471,L52396,M,303.7,312.7,1316,51.8,197,0,No Failure,4253,675.0388393,-1.562446885,-1.736147706,0,0.016428678,-0.009490038,-0.262669285,-0.686728443,-0.008653838,0.165704928
4472,L52397,M,303.8,312.8,1420,47.9,200,0,No Failure,4716,194.5495665,0.96212143,-1.238695732,1,-0.757848283,1.783422445,-0.237231325,-0.058685955,0.625479817,0.017446123
4473,L52398,L,303.8,312.9,1589,37.2,203,0,No Failure,4775,216.7669037,-1.577282009,-0.178795892,1,0.111343725,-1.793934321,0.136450566,-0.567249964,0.914328253,-0.070308309
4474,L52399,L,303.8,313,1365,59.9,205,1,Overstrain Failure,3099,1834.847607,-1.093401736,1.695253329,1,1.827210675,0.341813066,0.028084938,-0.467215812,1.131240353,-0.112799929
4475,L52400,L,303.8,313,1633,32.9,207,0,No Failure,1764,3164.549569,-0.162633013,1.415116814,1,-1.127046614,0.657509815,-0.238780039,-0.365483882,0.646053623,-0.071693906
4476,L52401,L,303.9,313,1626,31.4,209,0,No Failure,247,4741.951725,1.577765552,1.434520569,1,0.036189159,1.229459055,0.056685162,-0.570705823,0.458611652,-0.306783412
4477,L52402,L,303.9,313.1,1665,29.6,0,0,No Failure,4386,523.633972,-1.580698615,0.205546444,0,0.473580524,-2.231259249,0.018586148,-1.101199825,0.405363308,-0.147439837
4478,L52403,M,303.9,313.2,1350,47.2,2,0,No Failure,4770,236.3374779,-1.077111251,0.905764609,0,-1.593229272,0.355734805,-0.156693068,-0.897095719,0.648061083,-0.502152491
4479,L52404,L,303.9,313.2,1590,31.9,5,0,No Failure,4090,861.195114,-0.584742083,-0.730680318,1,1.266739562,0.347809902,0.14670262,-0.97117478,0.780697826,-0.415783655
4480,L52405,M,304,313.2,1437,53.9,7,0,No Failure,1287,3622.351218,-1.188742719,0.477906958,0,0.861414686,-0.42670191,0.369427769,-0.787293457,0.901849792,-0.334495338
4481,L52406,L,303.9,313,1403,48.3,10,0,No Failure,4813,172.1384283,-1.074704457,1.168278849,0,-1.143330561,0.080544464,0.17922179,-0.25554771,0.974206119,-0.247202771
4482,L52407,L,303.9,313.1,1440,41.1,12,0,No Failure,2297,2703.804253,-0.560178084,1.419035316,0,-0.011503742,0.363462483,0.407223755,0.253793914,0.744192356,-0.64394518
4483,L52408,M,303.9,313.1,1343,61.4,14,0,No Failure,1115,3888.111182,-1.447506557,1.568948327,1,0.099417784,-0.626854045,0.618300729,0.694237488,0.293453218,-0.657801143
4484,L52409,H,303.9,313.1,1790,26.7,17,0,No Failure,3680,1228.818864,0.334664531,-0.124920489,0,0.981479676,1.258968543,0.340280714,0.770833058,0.15517563,-0.308630874
4485,L52410,M,303.8,313.1,2117,18.6,22,0,No Failure,228,4734.020381,1.46998602,0.839688593,1,-0.59875516,0.802012639,0.424282495,0.678346276,0.47536091,-0.600067963
4486,L52411,L,303.8,313.1,1458,42.2,25,0,No Failure,340,4652.312343,1.472003662,0.018210031,0,0.335498683,0.001409401,0.490744073,0.241072374,-0.031524971,-0.673504568
4487,L52412,L,303.6,312.9,1381,57.8,27,0,No Failure,3356,1583.738069,1.642039787,-0.834660369,0,-0.071352368,0.120103202,0.375221595,-0.154934596,-0.180688057,-0.073079502
4488,L52413,L,303.6,312.9,1450,45.3,29,0,No Failure,2075,2923.804627,-1.064528709,0.877560385,0,-1.630082916,-1.912025234,-0.089680602,-0.76416012,-0.181985112,0.240065263
4489,L52414,L,303.7,312.9,1461,50.1,31,0,No Failure,831,4167.779109,-0.127769382,1.476005912,1,2.261628529,0.661741775,0.509411497,-0.274835704,-0.276970514,-0.035668402
4490,L52415,M,303.7,312.9,1511,41,33,0,No Failure,1705,3195.681876,-0.716383488,-1.694740814,0,-0.660779246,-0.415832357,0.159068164,-0.168055284,-0.497190273,0.36984945
4491,L52416,L,303.8,313.1,1394,45.4,36,0,No Failure,2753,2173.502867,-0.508031186,-0.727605401,0,-0.308016936,0.147171014,0.300674926,-0.129683602,-0.21335155,0.520879447
4492,L52417,L,303.8,313,1499,42.3,38,0,No Failure,1727,3200.033507,-1.404087834,-0.84114564,0,-1.306797447,-0.633019915,0.18895702,-0.346236315,-0.348814213,0.288561134
4493,L52418,L,303.7,313,1457,44.1,40,0,No Failure,4965,-15.82788915,1.382093369,0.402633375,1,2.132317835,1.968234422,0.55656086,-0.090026776,-0.405791308,-0.063380328
4494,L52419,L,303.7,313,1753,29,42,0,No Failure,1901,3092.46329,0.406132718,0.374907114,1,-1.095679492,-0.68946674,0.539730284,-0.281247568,-0.21867366,0.273319574
4495,L52420,L,303.7,313,1694,28,44,0,No Failure,743,4222.200262,-0.524525075,-0.275547197,0,1.078810351,-0.657463306,0.533702287,-0.707563762,-0.084115151,0.307035751
4496,L52421,L,303.7,313.1,1683,28.4,46,0,No Failure,3734,1216.614076,-1.590794753,-1.404918715,1,-1.203800799,-0.753264016,0.028257783,-0.751265407,-0.341891253,0.302878962
4497,L52422,L,303.7,313.1,1496,47.4,48,0,No Failure,4803,154.5092656,-0.12304014,-1.126031117,0,0.38813692,1.036854369,0.032857234,-0.338210709,0.189443361,0.4760785
4498,L52423,L,303.7,313.1,1721,34.8,50,0,No Failure,887,4026.834521,0.42598941,1.338221618,1,0.772915491,0.387836665,-0.102320888,-0.013159203,0.50130263,1.088512067
4499,L52424,L,303.6,313,1593,31.6,52,0,No Failure,4186,745.0016269,-1.72544825,1.047699659,0,-1.057480381,-1.519862491,-0.214823945,-0.106765406,0.349036615,0.947181244
4500,L52425,L,303.6,313,1575,38.3,54,0,No Failure,1466,3471.098932,-0.743033301,-1.56442771,1,-0.687181301,0.693994414,0.047619638,0.012301343,0.069735631,0.949028706
4501,L52426,L,303.5,313,1465,41,56,0,No Failure,4642,350.9397487,0.474478735,1.251754355,0,0.599770677,0.860074754,-0.06857534,0.504057088,0.515460457,0.745346049
4502,L52427,L,303.6,313.1,1405,38.3,58,0,No Failure,1901,3092.46329,1.50221739,0.433265231,0,-0.106131941,0.726012575,-0.020390638,0.467607304,-0.008905731,0.59246859
4503,L52428,M,303.5,313,1902,21.6,60,0,No Failure,3519,1430.056708,-0.042041605,0.576891541,1,0.853097015,-1.090931445,-0.099392291,0.093427106,-0.30972412,0.086264073
4504,L52429,M,303.4,312.9,1422,39.9,63,0,No Failure,3128,1853.818714,-1.130114501,-0.348805259,0,0.268372138,-0.768666529,-0.490692536,0.444414427,-0.492310545,-0.086935465
4505,L52430,L,303.5,312.9,1332,52.9,66,0,No Failure,440,4529.506118,1.71574542,0.664196415,0,-2.026088861,2.010393439,-0.611604984,0.888463553,-0.652179593,-0.282304544
4506,L52431,M,303.4,312.9,1307,54.3,68,0,No Failure,1004,3945.823311,0.292229814,-1.370076582,0,1.181035287,-1.00563433,-0.042223624,0.423020491,-0.721706952,-0.132198278
4507,L52432,L,303.5,313,1322,59.5,71,0,No Failure,1931,2982.656162,-0.368683596,-1.070826713,0,-0.555876864,-0.466906972,-0.007965536,0.155820873,-0.533277779,-0.396847172
4508,L52433,L,303.5,313,1547,40.3,73,0,No Failure,2007,2977.689775,1.712894997,-0.336040586,1,-0.251225126,1.470479886,-0.058721918,-0.044682126,-0.282693187,-0.537254264
4509,L52434,L,303.5,313.1,1897,23.6,75,0,No Failure,1573,3371.796748,1.090131131,-1.148150502,0,1.224493101,-0.439956875,0.346686391,-0.587305397,-0.412378685,-0.688284261
4510,L52435,M,303.5,313,1403,51.9,77,0,No Failure,1855,3048.815969,-0.61146989,0.316559623,1,0.414865899,-1.202083044,0.246950939,-1.013748026,-0.034231568,-0.840699855
4511,L52436,L,303.5,313,1393,51.6,80,0,No Failure,3094,1867.534794,-1.043768275,-0.427930718,1,-0.711219405,-0.305405774,0.225599474,-0.672340197,-0.249099268,-0.596834905
4512,L52437,L,303.5,313,1482,38.5,82,0,No Failure,2808,2173.069801,-1.371198595,0.182096246,0,-0.856497375,-0.231323511,0.515962034,-0.320009506,-0.364623267,-0.103562621
4513,L52438,M,303.5,312.9,1572,44.7,84,0,No Failure,2647,2309.289141,-1.000221355,-0.984468076,1,1.361823352,0.262054637,0.671780734,-0.135094204,-0.098450552,0.559214278
4514,L52439,L,303.5,312.9,1544,36.9,87,0,No Failure,3088,1887.360823,-1.042082016,0.742585084,0,-0.56175075,-0.02958768,0.373151738,-0.235485421,-0.235028845,0.97489317
4515,L52440,M,303.5,313,1492,46.1,89,0,No Failure,1198,3728.445748,1.095569257,-0.757778877,1,0.692040294,1.510091477,0.207871371,0.309360242,-0.654557712,1.2136776
4516,L52441,L,303.4,312.8,1513,35.8,92,0,No Failure,949,3971.909984,0.717885178,-1.005550713,1,0.391035637,-0.266824425,0.129358769,-0.022049647,-0.192690793,1.161486806
4517,L52442,L,303.4,312.8,1449,43.9,94,0,No Failure,1470,3459.467172,-0.446622086,1.512959821,1,-1.332259247,-0.82266229,0.134301282,-0.492408046,-0.151018566,0.626646632
4518,L52443,L,303.5,312.8,1877,22.3,96,0,No Failure,4686,305.5558471,-1.502177439,-1.667359541,1,-0.245153641,-0.745695063,0.04205496,-0.326113101,-0.470242103,0.430815688
4519,L52444,L,303.4,312.8,1376,53.4,98,0,No Failure,2445,2541.948365,1.6821463,-1.355059248,0,-0.090215342,2.249495449,0.141032669,-0.363914427,0.094899248,0.360150276
4520,L52445,M,303.5,312.9,1883,23.3,100,0,No Failure,3401,1602.856465,-0.561480186,1.551555715,0,0.998860646,-1.584987721,0.344306817,-0.441696752,0.611263604,0.432663149
4521,L52446,M,303.4,312.8,1518,38.7,103,0,No Failure,1550,3378.457835,-1.633906821,-0.797189577,1,0.686142094,-0.757613495,0.52594849,-0.288347835,-0.015446465,0.390633395
4522,L52447,M,303.5,312.9,1438,42.8,106,0,No Failure,1806,3144.727848,0.38485264,-0.083157865,1,-1.675929649,1.426102378,0.025290481,0.212636902,0.411605519,0.42250211
4523,L52448,L,303.4,312.9,1389,54.1,109,0,No Failure,2174,2810.615125,-1.69118407,1.158347217,0,0.431035548,-1.466596772,0.492154908,-0.165824305,0.205086082,0.356917218
4524,L52449,L,303.5,312.9,1504,44.8,111,0,No Failure,240,4745.54807,1.293234674,1.226762529,1,0.278588325,2.108275963,0.534811448,0.46100209,0.247115055,0.504714157
4525,L52450,L,303.5,312.9,1275,64.4,113,0,No Failure,2543,2437.180218,0.2052644,-1.581994631,1,0.922365839,-0.768594034,0.63985448,-0.05162718,-0.004486724,0.38001049
4526,L52451,L,303.6,313,1534,39.7,115,0,No Failure,4178,782.6879489,0.871016863,1.338070343,0,-1.726544561,0.470293583,0.520631265,-0.092245238,0.126060797,0.44374792
4527,L52452,M,303.6,313,1396,38.2,117,0,No Failure,4157,808.954551,-1.507453391,-1.11575505,1,1.745336003,-1.680245808,0.463613961,-0.169698641,-0.041092527,0.433125015
4528,L52453,L,303.6,313.1,1395,44.1,120,0,No Failure,2510,2461.315457,1.442947903,1.368492084,0,-1.069010153,2.084244913,0.47267171,-0.129024026,0.413643424,0.126446366
4529,L52454,L,303.6,313,1617,30.9,122,0,No Failure,1861,3070.048253,-1.269911675,-0.031246366,0,0.499193815,-1.916469461,0.784986674,-0.300136305,0.117106425,0.0511623
4530,L52455,L,303.7,313.1,1423,41.2,124,0,No Failure,343,4617.259679,0.002174111,-0.929257028,1,0.129335745,0.898627452,0.880169702,-0.051018094,0.064308554,0.080259822
4531,L52456,L,303.5,313,1606,34,126,0,No Failure,1873,3081.689593,0.483749849,0.502303725,0,-1.50657762,0.340185066,0.923010027,-0.243612911,0.188440633,0.1259845
4532,L52457,L,303.5,312.9,1501,44,128,0,No Failure,4062,929.3555515,-1.304080315,1.157924704,0,1.978984646,-1.262998156,1.034684329,-0.298342595,-0.203855946,0.395713914
4533,L52458,M,303.5,312.9,1618,30.4,130,0,No Failure,541,4428.406284,0.587386506,-0.114192913,1,0.003340685,1.336178656,0.94993607,-0.109767834,-0.201133629,0.501019234
4534,L52459,L,303.6,313,1522,35.8,133,0,No Failure,1041,3904.821767,-0.024320623,-0.295235716,1,-0.268608571,-0.432146031,0.889287356,-0.554360247,-0.227904612,0.474692904
4535,L52460,L,303.6,312.9,1480,41.4,135,0,No Failure,781,4145.51717,-0.960799973,-0.308596637,0,-0.055753803,-0.661575846,0.475042817,-0.596328367,-0.073856384,0.429891957
4536,L52461,M,303.7,313,1469,39.9,137,0,No Failure,1814,3127.268379,0.210101427,-1.459179168,0,-1.263173116,0.827147463,0.010330582,-0.198944469,-0.076408013,0.486701405
4537,L52462,H,303.8,313.2,1381,52.4,140,0,No Failure,372,4587.093566,-0.361206507,1.17153629,0,1.284412888,-0.403606707,0.307875752,-0.573026419,-0.066789163,0.421578379
4538,L52463,L,303.8,313.2,1525,41.9,145,0,No Failure,3196,1745.286839,-1.635575562,-0.24804783,0,0.088559322,-0.900272284,0.11836287,-0.635028448,-0.178298475,0.304264558
4539,L52464,M,303.8,313.2,1732,29.6,147,0,No Failure,2929,2030.40237,-0.234161223,0.475005427,0,-1.518962261,0.98998941,-0.420796159,-0.065696481,-0.071652286,0.359688411
4540,L52465,L,303.8,313.1,1523,39.8,150,0,No Failure,4844,87.09969877,1.02611952,-0.321354785,0,-0.234213122,0.89028798,-0.328931783,-0.108938766,-0.391297033,0.522726909
4541,L52466,L,303.8,313.1,1422,42.4,152,0,No Failure,4057,889.7147215,-1.660308322,-1.411084915,0,1.432252828,-1.897797212,-0.217472649,-0.247256061,-0.395321931,0.48115902
4542,L52467,H,303.8,313.2,1506,46.9,154,0,No Failure,2675,2291.279361,-0.671216654,0.613989728,1,-0.437877903,0.698711068,-0.283990078,-0.05629892,0.217382216,0.15739135
4543,L52468,L,303.8,313.2,1531,39.4,159,0,No Failure,2576,2352.827299,1.211084273,0.285183115,0,-1.147827874,1.329703566,-0.392676556,-0.228580437,0.249914452,0.355069756
4544,L52469,M,303.9,313.3,1507,34.3,161,0,No Failure,3848,1142.106621,-0.450372645,-1.123218309,0,0.712405841,-1.173723925,-0.019073183,-0.388735685,0.147532888,-0.22503323
4545,L52470,L,303.9,313.3,1526,40.7,164,0,No Failure,884,4076.836141,0.334533042,-0.341479272,1,-0.164923905,0.554467353,0.257172787,-0.340815632,0.686302499,-0.654106219
4546,L52471,L,303.8,313.3,1406,52.1,166,0,No Failure,3572,1356.78807,-0.705522614,1.652435819,0,0.80290814,-0.734745567,0.516279659,-0.475802895,0.67479723,-1.159848871
4547,L52472,M,303.9,313.3,1567,35,168,0,No Failure,1031,3959.518032,-1.53262424,0.776650907,0,-0.58699229,-0.584307812,0.486467087,-0.118374431,0.468378632,-0.945543309
4548,L52473,M,303.9,313.4,1464,49.1,171,0,No Failure,1316,3685.15828,0.410308029,-0.226724706,1,0.557602034,1.372535547,0.822247818,0.104817413,0.381722961,-0.628241755
4549,L52474,L,303.9,313.4,1442,48.5,174,0,No Failure,2746,2223.654544,-0.210772376,1.570629748,1,0.368139366,-0.438767623,0.545302689,-0.083519696,0.533094651,-0.643021449
4550,L52475,L,303.8,313.2,1336,47.8,176,0,No Failure,405,4526.249965,-0.340403276,-0.399005619,1,-0.225529635,-0.091591473,0.343700216,0.125602384,0.275272912,-0.301702892
4551,L52476,H,303.8,313.2,1379,50.2,178,0,No Failure,1690,3251.730208,1.081619708,0.62034283,1,-0.218742766,1.004548037,0.377577305,0.317992501,0.279285199,0.170323582
4552,L52477,L,303.7,313.1,1406,48.6,183,0,No Failure,3301,1608.979088,-0.416665019,0.34337255,1,0.705785801,-1.058453704,0.105739806,-0.182300274,0.276167567,0.412802936
4553,L52478,M,303.7,313.1,2130,18.1,185,0,No Failure,4137,867.0157738,-0.531377519,0.530133744,1,-1.609063933,-0.081052623,-0.374222575,-0.068479768,0.079236473,-0.183465341
4554,L52479,L,303.7,313.1,1355,49.1,188,0,No Failure,4085,874.8802298,0.834838028,0.281521055,0,0.634559273,0.965123822,-0.072686577,0.131657233,0.08410851,-0.170533109
4555,L52480,M,303.8,313.2,1710,26.5,190,0,No Failure,890,4020.837424,0.621547306,-0.378944184,0,0.607151973,-0.150691533,0.115963813,0.100563858,-0.063887174,-0.564504325
4556,L52481,L,303.8,313.1,1309,55.8,193,0,No Failure,444,4474.827474,-1.419844164,0.60475467,0,-1.299783143,-1.442122231,0.205945011,0.044045011,0.280859068,-0.595911174
4557,L52482,L,303.9,313.1,1491,37.2,195,0,No Failure,4278,684.8501521,0.152437506,-0.641282921,1,-0.030166648,1.110695732,0.360881161,0.66839811,0.347964631,-0.887810129
4558,L52483,L,303.9,313.2,1481,44.1,197,0,No Failure,487,4503.684262,0.469307487,0.554493933,1,1.154400207,0.223831484,0.70946957,0.684673143,0.420420335,-0.723386034
4559,L52484,L,303.9,313.1,1425,49.3,199,0,No Failure,938,3997.556251,0.679371154,-0.458457369,0,0.235383359,0.148379979,0.354856511,0.49748269,0.362127546,-0.205173016
4560,L52485,H,303.9,313.2,1680,29.1,201,0,No Failure,1959,3029.048568,0.33895307,1.344787028,0,0.258246869,-0.240498497,0.033018331,0.070567074,0.155804009,-0.11880418
4561,L52486,H,304,313.2,1612,31.7,206,0,No Failure,3489,1419.546558,1.701921332,0.940282487,1,-1.070095293,0.962829833,-0.142617959,-0.061137072,-0.416457554,-0.026431093
4562,L52487,L,304,313.3,1530,34.8,211,0,No Failure,3071,1918.314112,0.233812672,-0.279004402,0,0.654609014,-1.037136335,-0.350160477,-0.503288604,-0.745529539,0.02483597
4563,L52488,L,304,313.2,1481,42.6,213,0,No Failure,2678,2289.584036,-0.466644776,0.263029988,1,-1.332197452,-0.494842186,-0.184788137,-0.299248843,-0.450816752,0.429430091
4564,L52489,M,303.9,313.2,1422,48,215,1,Tool Wear Failure,3579,1355.703822,-1.455206926,-1.490075056,0,0.351278933,-0.698368855,-0.214556915,-0.510959159,-0.67917189,-0.059223539
4565,L52490,L,303.8,313,1427,43,0,0,No Failure,4751,252.6675945,-0.319567661,-1.516520785,0,0.775232818,0.802237127,0.104604354,-0.011106698,-0.391878692,0.240065263
4566,L52491,H,303.7,312.9,1460,49.8,2,0,No Failure,1798,3203.50789,-0.508836328,-0.705077438,0,-1.182919222,-0.13372156,-0.111971867,-0.048376391,-0.235483411,0.023912239
4567,L52492,L,303.6,312.9,1873,23.5,7,0,No Failure,1241,3677.58038,1.254011476,1.194559533,1,1.973276929,1.245317937,0.292171618,-0.210989469,-0.344561495,0.310268809
4568,L52493,M,303.7,312.9,1566,32.6,9,0,No Failure,846,4102.444378,-1.525196357,-0.878745706,1,-2.022237888,-1.963340059,-0.088417016,-0.236587957,-0.249494316,0.223438107
4569,L52494,L,303.6,312.8,1701,30.8,12,0,No Failure,2272,2703.05685,1.04405538,-0.053609064,0,1.585133919,1.814988288,0.339732142,-0.183873616,0.004365351,0.252997495
4570,L52495,L,303.6,312.8,1710,27.2,14,0,No Failure,1882,3066.724882,-0.505916125,-0.734544378,0,-1.119193813,-1.09496695,0.425099395,-0.434858256,0.00716323,0.394790184
4571,L52496,M,303.6,312.8,1689,33.1,16,0,No Failure,2066,2879.378728,-1.321901721,-1.25046786,1,1.012013868,-0.576455082,0.61682173,-0.301459371,-0.151770516,0.36984945
4572,L52497,L,303.6,312.7,1637,32.9,19,0,No Failure,3034,1892.103657,1.126019038,1.66989543,1,-0.801622077,1.729276081,0.223762082,0.090587952,0.203900172,0.330590888
4573,L52498,L,303.5,312.6,1496,39,21,0,No Failure,298,4611.346217,-1.261624652,0.390552625,0,0.837547814,-1.686726226,0.601163999,-0.239432867,-0.319189087,0.317196791
4574,L52499,M,303.5,312.7,1402,47,23,0,No Failure,579,4400.650133,-0.210867823,-0.039619666,0,0.373019434,0.742273373,0.452539181,0.193352813,-0.694845906,0.66729079
4575,L52500,L,303.4,312.7,1363,45.5,26,0,No Failure,4366,637.3905644,0.161078302,-1.529213108,1,-0.743110554,0.26273909,-0.004029937,0.078874387,-0.720491808,0.417883455
4576,L52501,M,303.4,312.7,1576,49.9,28,0,No Failure,2632,2280.779269,0.638334897,0.527885579,1,-1.055839482,0.337133881,-0.133707536,0.124892146,-0.465633135,0.659900943
4577,L52502,M,303.4,312.7,1357,55.3,31,0,No Failure,2085,2876.304902,-0.52408506,-0.945550865,1,1.922814675,-0.821187747,0.251191667,0.178843413,-0.773662296,0.732875682
4578,L52503,M,303.4,312.7,1399,48.4,34,0,No Failure,590,4337.736108,0.902303747,-1.487731471,1,-1.022540521,1.007632198,0.240298148,-0.013999527,-0.857995928,0.483930213
